ProteinID,experiment_name,label,set
sp|Q9ZU52|ALFP3_ARATH,ARATH_SEC1,neg,val
sp|P67809|YBOX1_HUMAN,HEKR_SEC1,neg,val
tr|I1KWV4|I1KWV4_SOYBN,SOYBN_SEC1,neg,val
sp|Q8L7U5|BSL1_ARATH,ARATH_IEX1,neg,val
sp|P49589|SYCC_HUMAN,HEK_IEX1,neg,val
tr|I1KC70|I1KC70_SOYBN,SOYBN_SEC2,neg,val
sp|Q9UBF2|COPG2_HUMAN,HEKR_SEC2,neg,val
sp|O60271|JIP4_HUMAN,HEKR_SEC2,neg,val
sp|Q92841|DDX17_HUMAN,HEKR_SEC1,neg,val
sp|Q9SN86|MDHP_ARATH,ARATH_IEX2,neg,val
sp|P82675|RT05_HUMAN,HEK_SEC2,neg,val
tr|A8JHC9|A8JHC9_CHLRE,CHLRE_IEX1,neg,val
tr|Q8H928|Q8H928_SOYBN,SOYBN_SEC1,neg,val
sp|Q56ZI2|PATL2_ARATH,ARATH_SEC1,neg,val
sp|Q9LV77|ASNS2_ARATH,ARATH_SEC1,neg,val
tr|I1JEV3|I1JEV3_SOYBN,SOYBN_SEC1,neg,val
sp|P14868|SYDC_HUMAN,HEKR_SEC2,neg,val
sp|Q5XPI4|RN123_HUMAN,HEMO_SEC1,neg,val
sp|P02647|APOA1_HUMAN,HEMO_IEX2,neg,val
sp|Q16836|HCDH_HUMAN,HEK_SEC1,neg,val
sp|Q42560|ACO1_ARATH,ARATH_IEX2,neg,val
tr|Q9SHG8|Q9SHG8_ARATH,ARATH_IEX1,neg,val
sp|Q42529|TRPA2_ARATH,ARATH_IEX1,neg,val
sp|P49591|SYSC_HUMAN,HEK_IEX2,neg,val
tr|I1JE12|I1JE12_SOYBN,SOYBN_SEC2,neg,val
sp|Q9LVM5|TTHL_ARATH,ARATH_IEX2,neg,val
sp|Q00914|PSAC_CHLRE,CHLRE_SEC2,neg,val
tr|I1NHR3|I1NHR3_SOYBN,SOYBN_SEC2,neg,val
tr|I1M625|I1M625_SOYBN,SOYBN_SEC1,neg,val
tr|I1J8M6|I1J8M6_SOYBN,SOYBN_SEC1,neg,val
sp|Q93ZE5|FAHD1_ARATH,ARATH_IEX1,neg,val
tr|I1NH37|I1NH37_SOYBN,SOYBN_SEC1,neg,val
sp|P54136|SYRC_HUMAN,HEKR_SEC1,neg,val
sp|P49368|TCPG_HUMAN,HEMO_SEC2,neg,val
sp|Q8VZF3|CGEP_ARATH,ARATH_IEX1,neg,val
sp|O14967|CLGN_HUMAN,HEKR_SEC2,neg,val
sp|Q96KP4|CNDP2_HUMAN,HEK_IEX2,neg,val
tr|A8ITN7|A8ITN7_CHLRE,CHLRE_SEC1,neg,val
sp|Q9UJA5|TRM6_HUMAN,HEK_SEC2,neg,val
tr|I1KVH4|I1KVH4_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3CRT9|A0A2K3CRT9_CHLRE,CHLRE_IEX1,neg,val
sp|P12829|MYL4_HUMAN,HEMO_SEC1,neg,val
sp|O23049|RK6_ARATH,ARATH_IEX1,neg,val
sp|Q8LBU2|GPX8_ARATH,ARATH_IEX2,neg,val
tr|A8HZC5|A8HZC5_CHLRE,CHLRE_IEX1,neg,val
sp|P10809|CH60_HUMAN,HEKR_SEC2,neg,val
sp|P51818|HS903_ARATH,ARATH_SEC1,neg,val
sp|Q8IZJ6|TDH_HUMAN,HEKR_SEC2,neg,val
tr|A0A2K3D3T4|A0A2K3D3T4_CHLRE,CHLRE_SEC1,neg,val
sp|Q15075|EEA1_HUMAN,HEKR_SEC2,neg,val
tr|Q695H0|Q695H0_CHLRE,CHLRE_SEC1,neg,val
tr|Q94CK1|Q94CK1_ARATH,ARATH_SEC1,neg,val
sp|Q14683|SMC1A_HUMAN,HEK_SEC1,neg,val
sp|Q53GQ0|DHB12_HUMAN,HEK_SEC2,neg,val
tr|A0A2K3D7J0|A0A2K3D7J0_CHLRE,CHLRE_SEC1,neg,val
tr|A0A2K3D5G7|A0A2K3D5G7_CHLRE,CHLRE_IEX1,neg,val
tr|I1M826|I1M826_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3CTD8|A0A2K3CTD8_CHLRE,CHLRE_IEX1,neg,val
tr|A0A2K3DCH9|A0A2K3DCH9_CHLRE,CHLRE_IEX1,neg,val
sp|Q92905|CSN5_HUMAN,HEK_SEC2,neg,val
tr|C6TLT3|C6TLT3_SOYBN,SOYBN_SEC2,neg,val
sp|P62316|SMD2_HUMAN,HEK_SEC2,neg,val
tr|A0A2K7FS10|A0A2K7FS10_SOYBN,SOYBN_SEC1,neg,val
sp|Q9Y3X0|CCDC9_HUMAN,HEKR_SEC2,neg,val
tr|A8IYS5|A8IYS5_CHLRE,CHLRE_SEC1,neg,val
tr|A8IVM9|A8IVM9_CHLRE,CHLRE_SEC1,neg,val
tr|Q84UB2|Q84UB2_CHLRE,CHLRE_IEX1,neg,val
tr|A8I495|A8I495_CHLRE,CHLRE_SEC1,neg,val
tr|I1ME95|I1ME95_SOYBN,SOYBN_SEC2,neg,val
tr|A8JHW7|A8JHW7_CHLRE,CHLRE_IEX1,neg,val
sp|Q9H6H4|REEP4_HUMAN,HEK_SEC1,neg,val
sp|P40227|TCPZ_HUMAN,HEMO_SEC1,neg,val
tr|A0A0R0H9D3|A0A0R0H9D3_SOYBN,SOYBN_SEC2,neg,val
tr|I1LMS9|I1LMS9_SOYBN,SOYBN_SEC1,neg,val
tr|I1L7M8|I1L7M8_SOYBN,SOYBN_SEC1,neg,val
tr|O24426|O24426_CHLRE,CHLRE_SEC2,neg,val
sp|Q9NRR5|UBQL4_HUMAN,HEKR_SEC1,neg,val
sp|P31948|STIP1_HUMAN,HEKR_SEC2,neg,val
sp|P11908|PRPS2_HUMAN,HEK_SEC2,neg,val
sp|Q93Z08|E136_ARATH,ARATH_IEX1,neg,val
tr|K7KA83|K7KA83_SOYBN,SOYBN_SEC1,neg,val
sp|P34811|EFGC1_SOYBN,SOYBN_SEC2,neg,val
tr|A0A0R0FQN0|A0A0R0FQN0_SOYBN,SOYBN_SEC1,neg,val
tr|A0A2K3CZL0|A0A2K3CZL0_CHLRE,CHLRE_SEC2,neg,val
sp|Q8IXH7|NELFD_HUMAN,HEK_SEC2,neg,val
tr|I1LQ25|I1LQ25_SOYBN,SOYBN_SEC1,neg,val
sp|Q9H4A3|WNK1_HUMAN,HEK_SEC1,neg,val
sp|Q96SB4|SRPK1_HUMAN,HEK_IEX1,neg,val
tr|A8IYZ2|A8IYZ2_CHLRE,CHLRE_SEC2,neg,val
tr|A0A0R0GJF4|A0A0R0GJF4_SOYBN,SOYBN_SEC2,neg,val
tr|A8IV67|A8IV67_CHLRE,CHLRE_SEC1,neg,val
tr|A8J4M8|A8J4M8_CHLRE,CHLRE_IEX1,neg,val
sp|O43143|DHX15_HUMAN,HEKR_SEC1,neg,val
sp|Q9ZR03|UCRIA_ARATH,ARATH_IEX1,neg,val
sp|P55268|LAMB2_HUMAN,HEKR_SEC1,neg,val
tr|Q8RWZ0|Q8RWZ0_ARATH,ARATH_IEX1,neg,val
sp|O75369|FLNB_HUMAN,HEK_SEC1,neg,val
sp|P49967|SR543_ARATH,ARATH_IEX2,neg,val
sp|P60510|PP4C_HUMAN,HEK_SEC2,neg,val
sp|P27708|PYR1_HUMAN,HEK_SEC2,neg,val
tr|A8JAW4|A8JAW4_CHLRE,CHLRE_IEX1,neg,val
tr|I1NFR3|I1NFR3_SOYBN,SOYBN_SEC1,neg,val
tr|A0A0R0JFI2|A0A0R0JFI2_SOYBN,SOYBN_SEC2,neg,val
sp|P07205|PGK2_HUMAN,HEK_SEC2,neg,val
tr|Q39588|Q39588_CHLRE,CHLRE_SEC1,neg,val
sp|P32110|GSTX6_SOYBN,SOYBN_SEC2,neg,val
tr|A0A2K3DV69|A0A2K3DV69_CHLRE,CHLRE_IEX1,neg,val
tr|A0A2K3DWF0|A0A2K3DWF0_CHLRE,CHLRE_IEX1,neg,val
tr|A8JAW4|A8JAW4_CHLRE,CHLRE_SEC2,neg,val
sp|P27708|PYR1_HUMAN,HEKR_SEC1,neg,val
sp|Q86VS8|HOOK3_HUMAN,HEK_SEC2,neg,val
tr|I1MTV4|I1MTV4_SOYBN,SOYBN_SEC2,neg,val
sp|Q9SIP7|RS31_ARATH,ARATH_SEC1,neg,val
tr|I1M6K6|I1M6K6_SOYBN,SOYBN_SEC1,neg,val
tr|I1LZW4|I1LZW4_SOYBN,SOYBN_SEC2,neg,val
sp|Q9UEE9|CFDP1_HUMAN,HEKR_SEC1,neg,val
tr|K7N288|K7N288_SOYBN,SOYBN_SEC1,neg,val
sp|O00629|IMA3_HUMAN,HEK_SEC1,neg,val
sp|P07339|CATD_HUMAN,HEK_IEX2,neg,val
sp|Q92901|RL3L_HUMAN,HEK_SEC1,neg,val
sp|P02549|SPTA1_HUMAN,HEMO_SEC2,neg,val
sp|Q0WNZ5|METE3_ARATH,ARATH_SEC1,neg,val
tr|A0A0R4J2Q0|A0A0R4J2Q0_SOYBN,SOYBN_SEC2,neg,val
sp|O75964|ATP5L_HUMAN,HEK_SEC2,neg,val
tr|C6SVR0|C6SVR0_SOYBN,SOYBN_SEC1,neg,val
sp|P14868|SYDC_HUMAN,HEK_SEC1,neg,val
tr|I1MM91|I1MM91_SOYBN,SOYBN_SEC1,neg,val
