ProteinID,experiment_name,label,set
sp|Q8RX83|CSLB3_ARATH,ARATH_SEC1,neg,train
tr|A8I263|A8I263_CHLRE,CHLRE_SEC1,neg,train
tr|A0A2K3DAI3|A0A2K3DAI3_CHLRE,CHLRE_IEX1,neg,train
tr|A0A2K3E6E9|A0A2K3E6E9_CHLRE,CHLRE_IEX1,neg,train
sp|P60842|IF4A1_HUMAN,HEKR_SEC2,neg,train
tr|I1LFG6|I1LFG6_SOYBN,SOYBN_SEC1,neg,train
tr|I1KMJ7|I1KMJ7_SOYBN,SOYBN_SEC1,neg,train
tr|A8IFC8|A8IFC8_CHLRE,CHLRE_IEX1,neg,train
tr|A0A0R4J4D6|A0A0R4J4D6_SOYBN,SOYBN_SEC2,neg,train
tr|A8IUV7|A8IUV7_CHLRE,CHLRE_SEC1,neg,train
tr|K7N5K2|K7N5K2_SOYBN,SOYBN_SEC2,neg,train
sp|P15880|RS2_HUMAN,HEK_SEC2,neg,train
sp|P17174|AATC_HUMAN,HEMO_SEC2,neg,train
sp|Q5EBL4|RIPL1_HUMAN,HEK_SEC2,neg,train
tr|A0A0R4J626|A0A0R4J626_SOYBN,SOYBN_SEC2,neg,train
sp|Q39230|SYSC_ARATH,ARATH_IEX2,neg,train
sp|P93306|NDUS2_ARATH,ARATH_SEC1,neg,train
sp|P55209|NP1L1_HUMAN,HEK_IEX2,neg,train
tr|A0A2K3E4N1|A0A2K3E4N1_CHLRE,CHLRE_IEX1,neg,train
tr|A8J6Y8|A8J6Y8_CHLRE,CHLRE_IEX1,neg,train
sp|Q8N7B6|PACRL_HUMAN,HEK_SEC1,neg,train
tr|A0A0R0FH00|A0A0R0FH00_SOYBN,SOYBN_SEC1,neg,train
tr|I1KXI0|I1KXI0_SOYBN,SOYBN_SEC1,neg,train
tr|I1NIN5|I1NIN5_SOYBN,SOYBN_SEC1,neg,train
sp|P13667|PDIA4_HUMAN,HEKR_SEC1,neg,train
tr|A5JVZ7|A5JVZ7_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3DY10|A0A2K3DY10_CHLRE,CHLRE_IEX1,neg,train
sp|P33992|MCM5_HUMAN,HEKR_SEC1,neg,train
sp|P04075|ALDOA_HUMAN,HEK_SEC1,neg,train
tr|A0A2K3CWT0|A0A2K3CWT0_CHLRE,CHLRE_SEC2,neg,train
sp|P17597|ILVB_ARATH,ARATH_SEC1,neg,train
sp|P68871|HBB_HUMAN,HEMO_SEC2,neg,train
sp|P16989|YBOX3_HUMAN,HEK_SEC2,neg,train
tr|A0A0R4J4Z2|A0A0R4J4Z2_SOYBN,SOYBN_SEC2,neg,train
sp|Q86XI2|CNDG2_HUMAN,HEKR_SEC2,neg,train
tr|A8JGU7|A8JGU7_CHLRE,CHLRE_SEC1,neg,train
sp|Q9M9K1|PMG2_ARATH,ARATH_IEX2,neg,train
sp|P11216|PYGB_HUMAN,HEK_SEC2,neg,train
sp|O75746|CMC1_HUMAN,HEKR_SEC1,neg,train
tr|K7MVD3|K7MVD3_SOYBN,SOYBN_SEC2,neg,train
sp|Q96DI7|SNR40_HUMAN,HEK_IEX2,neg,train
sp|Q6ICL3|TNG2_HUMAN,HEMO_IEX2,neg,train
tr|I1NFS4|I1NFS4_SOYBN,SOYBN_SEC1,neg,train
tr|I1KFL5|I1KFL5_SOYBN,SOYBN_SEC2,neg,train
tr|I1MHA4|I1MHA4_SOYBN,SOYBN_SEC2,neg,train
tr|A8IA18|A8IA18_CHLRE,CHLRE_IEX1,neg,train
sp|O14908|GIPC1_HUMAN,HEK_SEC2,neg,train
sp|Q9LIB2|PHS1_ARATH,ARATH_SEC1,neg,train
sp|O00444|PLK4_HUMAN,HEK_SEC1,neg,train
sp|O00425|IF2B3_HUMAN,HEKR_SEC1,neg,train
sp|Q14444|CAPR1_HUMAN,HEK_SEC2,neg,train
tr|A8IE23|A8IE23_CHLRE,CHLRE_IEX1,neg,train
tr|A8ILN4|A8ILN4_CHLRE,CHLRE_IEX1,neg,train
sp|Q6ICL3|TNG2_HUMAN,HEMO_SEC2,neg,train
sp|Q8TCC3|RM30_HUMAN,HEKR_SEC2,neg,train
tr|A8II58|A8II58_CHLRE,CHLRE_SEC1,neg,train
sp|Q14847|LASP1_HUMAN,HEMO_SEC1,neg,train
tr|A8I297|A8I297_CHLRE,CHLRE_SEC1,neg,train
sp|Q9BXJ9|NAA15_HUMAN,HEK_IEX1,neg,train
tr|A8HQG9|A8HQG9_CHLRE,CHLRE_IEX1,neg,train
sp|Q9HB71|CYBP_HUMAN,HEK_IEX1,neg,train
sp|O15355|PPM1G_HUMAN,HEK_IEX2,neg,train
tr|A0A2K3DGP0|A0A2K3DGP0_CHLRE,CHLRE_SEC2,neg,train
sp|P07237|PDIA1_HUMAN,HEK_SEC2,neg,train
tr|I1MB71|I1MB71_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3DN68|A0A2K3DN68_CHLRE,CHLRE_SEC2,neg,train
sp|Q6NKS4|LIL32_ARATH,ARATH_SEC1,neg,train
sp|P10768|ESTD_HUMAN,HEMO_IEX1,neg,train
sp|Q9FKW6|FNRL1_ARATH,ARATH_IEX1,neg,train
sp|O60506|HNRPQ_HUMAN,HEK_SEC2,neg,train
sp|Q14738|2A5D_HUMAN,HEK_SEC2,neg,train
sp|P93025|PHOT2_ARATH,ARATH_SEC1,neg,train
tr|Q9SUA1|Q9SUA1_ARATH,ARATH_IEX2,neg,train
sp|Q02909|CAPP1_SOYBN,SOYBN_SEC1,neg,train
tr|A0A2K3DD97|A0A2K3DD97_CHLRE,CHLRE_IEX1,neg,train
tr|K7LSM2|K7LSM2_SOYBN,SOYBN_SEC2,neg,train
sp|Q96BR5|COA7_HUMAN,HEK_SEC1,neg,train
tr|A0A2K3DS89|A0A2K3DS89_CHLRE,CHLRE_IEX1,neg,train
tr|Q8RWP0|Q8RWP0_ARATH,ARATH_IEX2,neg,train
tr|I1L4Q5|I1L4Q5_SOYBN,SOYBN_SEC2,neg,train
sp|Q9UI10|EI2BD_HUMAN,HEK_SEC2,neg,train
sp|Q32P28|P3H1_HUMAN,HEKR_SEC1,neg,train
sp|P61020|RAB5B_HUMAN,HEKR_SEC2,neg,train
tr|I1K5K3|I1K5K3_SOYBN,SOYBN_SEC2,neg,train
sp|P34932|HSP74_HUMAN,HEK_IEX1,neg,train
tr|A0A2H1ZE65|A0A2H1ZE65_ARATH,ARATH_IEX2,neg,train
tr|I1LNT0|I1LNT0_SOYBN,SOYBN_SEC1,neg,train
tr|A8J9H7|A8J9H7_CHLRE,CHLRE_SEC2,neg,train
sp|Q8RWM2|NPRT1_ARATH,ARATH_SEC1,neg,train
tr|I1LZI3|I1LZI3_SOYBN,SOYBN_SEC1,neg,train
tr|Q9FFP6|Q9FFP6_ARATH,ARATH_IEX2,neg,train
sp|O14828|SCAM3_HUMAN,HEK_SEC2,neg,train
tr|I1K081|I1K081_SOYBN,SOYBN_SEC2,neg,train
sp|P35579|MYH9_HUMAN,HEKR_SEC2,neg,train
sp|Q9UNH7|SNX6_HUMAN,HEK_SEC2,neg,train
sp|Q86VV8|RTTN_HUMAN,HEK_SEC2,neg,train
tr|I1KL72|I1KL72_SOYBN,SOYBN_SEC1,neg,train
tr|Q84W43|Q84W43_ARATH,ARATH_IEX2,neg,train
sp|P30050|RL12_HUMAN,HEKR_SEC2,neg,train
sp|Q92599|SEPT8_HUMAN,HEKR_SEC1,neg,train
tr|A0A2K3DDA0|A0A2K3DDA0_CHLRE,CHLRE_IEX1,neg,train
sp|Q07864|DPOE1_HUMAN,HEK_SEC1,neg,train
sp|Q9SEE5|GALK1_ARATH,ARATH_IEX1,neg,train
sp|Q8NBF2|NHLC2_HUMAN,HEMO_SEC2,neg,train
sp|P62714|PP2AB_HUMAN,HEMO_IEX2,neg,train
tr|Q8VZ23|Q8VZ23_ARATH,ARATH_IEX2,neg,train
sp|P22314|UBA1_HUMAN,HEMO_SEC2,neg,train
sp|Q92621|NU205_HUMAN,HEK_SEC2,neg,train
tr|A0A2K3DTT8|A0A2K3DTT8_CHLRE,CHLRE_IEX1,neg,train
sp|P55072|TERA_HUMAN,HEMO_SEC2,neg,train
sp|Q9BQG2|NUD12_HUMAN,HEK_SEC2,neg,train
tr|I1NC18|I1NC18_SOYBN,SOYBN_SEC1,neg,train
tr|I1NA53|I1NA53_SOYBN,SOYBN_SEC2,neg,train
sp|O60645|EXOC3_HUMAN,HEKR_SEC2,neg,train
tr|I1MYL7|I1MYL7_SOYBN,SOYBN_SEC1,neg,train
sp|Q99426|TBCB_HUMAN,HEMO_IEX2,neg,train
sp|P34932|HSP74_HUMAN,HEMO_SEC2,neg,train
sp|P39657|RUAP_SOYBN,SOYBN_SEC1,neg,train
tr|Q6Y682|Q6Y682_CHLRE,CHLRE_SEC2,neg,train
sp|O75439|MPPB_HUMAN,HEKR_SEC1,neg,train
sp|Q16763|UBE2S_HUMAN,HEK_IEX1,neg,train
tr|A0A0R0EV63|A0A0R0EV63_SOYBN,SOYBN_SEC1,neg,train
tr|I1NAI7|I1NAI7_SOYBN,SOYBN_SEC2,neg,train
sp|O04316|JAL29_ARATH,ARATH_IEX1,neg,train
